word,sentence
گند,jpg  ArefPink    داداش من مگه فحش دادم؟ چیز بدی گفتم؟ یه سوال پرسیدم به نظرت کجا میپرسیدم؟ من یه راهنمایی خواستم اینه جوابت دمت گرم     ArefPink نوشته: داداش من مگه فحش دادم؟ چیز بدی گفتم؟ یه سوال پرسیدم به نظرت کجا میپرسیدم؟ من یه راهنمایی خواستم اینه جوابت دمت گرم درست میگی دادا بعضیا این جا شعور اینو ندارن که درست جواب بدن Illigamer01    بیشتر از اینکه پست دوستمون تایپیک رو بالا آورد مسخره بازی عده دیگه تایپیکو به گند کشید!اسپم بدید سروکارتون با مدیرانه
جاافتاده,یکی اینکه رفتار معروف باید جاافتاده باشد و دیگر اینکه ساختار مدرن مانع نباشد
جاافتاده,یکی اینکه رفتار معروف باید جاافتاده باشد و دیگر اینکه ساختار مدرن مانع نباشد
فتوکپی,دلیل آقایان درباره فیلم «گاهی» این بود که با حکم قوه قضاییه، حکم خانه سینما بلااثر می‌شود و نکته جالب و تاسف‌برانگیز ماجرا هم این است که آن حکمی که امیر پورکیان به ارشاد ارائه داده، یک فتوکپی بدون امضا است! دوستان در ارشاد حتی به خودشان زحمت ندادند که از او بخواهند حکم اصلی را ارائه بدهد و فقط منتظر هستند تا با کم‌ترین نشانه‌ای مسئولیت را از دوش خودشان بردارند
سیه,او افزود: تهدید نکنید و نگوئید فلانی پرونده دارد، محکم می‌گویم هر سندی علیه بقایی دارید، از برگه بازجویی گرفته تا فیلم بازجویی آنها را منتشر کنید، تا سیه‌روی شود هر که در او غش باشد
گند,5 Call of Duty: Advanced Warfare   Call of Duty: Advanced Warfare PS3 بعد از اون همه گند زدن به این سری این بازی یک کم پیشرفت داشت ولی از ghost خیلی بهتر بود نقطه قوتش co-op خوبش بود 8
گبر,از نسیمی که می‌وزد‌ بوی جفای کوفیان می‌آید‌ صد‌ای چکاچاک شمشیرها می‌رسد چهارشنبه ۱۴ مهر ۱۳۹۵ ساعت ۱۴:۲۳   برای کد‌ام حسین علیه السلام می‌گرییم که د‌سته‌های عزاد‌اری که خروش و غوغا و تقد‌سش گبر را مسلمان می‌کرد‌، چه بسا بی‌رمق و بی‌حضور و بی‌نورند‌ و مشت مشت بد‌حجاب که نور را می‌تارانند‌ و ظلمت را د‌عوت می‌کنند‌
گبر,برای کد‌ام حسین علیه السلام می‌گرییم که د‌سته‌های عزاد‌اری که خروش و غوغا و تقد‌سش گبر را مسلمان می‌کرد‌، چه بسا بی‌رمق و بی‌حضور و بی‌نورند‌ و مشت مشت بد‌حجاب که نور را می‌تارانند‌ و ظلمت را د‌عوت می‌کنند‌ و جوانان به جای آنکه جمال محمد‌ی علی اکبر کربلا را د‌ر آیینه قلب خود‌ ببینند‌، چهره‌های شامی و بزک کرد‌ه و شیطانی می‌بینند‌ و
اهسته,پسرها معمولا انرژی زیادی دارند که میتواند اگر شانس کافی برای دویدن و بالا رفتن و خارج کردن این نیرو نباشد، محصور شود مطمئن شوید که به پسرتان یاد اوری کنید زمانها و مکانهای هستند –کلاس مثلا- که باید دنده اهسته تر حرکت کند
امدن,* مسئولان از اظهارنظرهای افراطی بپرهیزند پرویزیان ادامه داد: اگر فضا عقلانی شود باید از هر گونه اظهار نظر افراطی  در زمینه بالا رفتن و یا پایین امدن نرخ ارز جلوگیری شود و همچنین فضای  رسانه‌ای یا علمی باید با احتیاط بیشتری در این زمینه بحث کند
تمثیل,هنر رمانتیک با توجه به فردیت و شخصیت هنرمند قالب شکنی می کند و با آزادی خیال و عواطف و احساسات، رویدادها و صحنه های زندگی را ترسیم و تجسم و تمثیل می کند و بر آن تأثیر می گذارد و گونه ی دوم- یعنی آثار رئالیست و واقع گرایانه ی هنری- از ساختار درون گرایی شخصیت متأثر است و تمایل به بازنمایی واقعیات و خصوصیات و جزئیات به صور آرمانی و تعالی بخشی و کمال طلبانه دارد
واداشتن,این  خبرها عمدتا دستاویزی برای کسب منفعت از نوسان قیمت‌ها قرار می‌گیرد و  شایعه‌سازی در بازار اصولا خود عاملی انگیزه دهنده برای به نوسان واداشتن  قیمت‌ها است
پسندیدن,در این حالت فرد می‌تواند لوازم خانه را به‌صورت سه بعدی مشاهده کرده و در صورت پسندیدن، آن را بلافاصله خریداری کند
جگری,حبوبات هر بسته نخود ۹۰۰ گرمی ۵۸۰۰ تومان، هر بسته ۹۰۰ گرمی لوبیا چیتی ۱۳ هزار و ۸۹۰ تومان، لپه ۹۰۰ گرمی ۷۷۰۰ تومان، عدس ۹۰۰ گرمی ۹۵۰۰ تومان، لوبیا قرمز ۱۱ هزار و ۹۵۰ تومان، لوبیا جگری ۹۰۰ گرمی ۷۵۰۰ تومان و لپه باقلا سبز ۱۰ هزار و ۹۵۰ تومان است
جداکردن,روی لینک «تبلیغات در وب» (Ads on the Web) که در ستون سمت چپ قرار دارد، کلیک کنید سپس برای جداکردن دسته های تبلیغاتی که می خواهید برای شما نمایش داده شده یا شخصی سازی شوند، گزینه «افزودن یا ویرایش» (Add or edit) را که در منوی «دسته بندی ها و اطلاعات جمعیتی شما» (Your categories and demographics) قرار دارد، انتخاب کنید
جستجوکردن,از طرفی شما قادر خواهید بود از سرویس های گوگل از قبیل جستجوکردن، دیدن و ارسال ایمیل جدید از طریق جی میل و همچنین دسترسی، تولید، آپلود و دانلود فایل های گوگلداکز بدون هیچ گونه مشکلی استفاده کنید
گند,پاسخ تا امروز همشون پشت به پشت هم دارائی های شهر تهران را بین همدیگر و فک و فامیلشون به جیب زدند حالا روز آخری میخواهند کسب شهرت کنند و بگویند من که نبودم هرچی بوده دیگران بودند آخه کدام یکی از شماها جیب خودتون را پر نکردید اصلن فقط و فقط به همین خاطر عضو شورا شدید و بس بعدی های شما هم همینطور که اگر نبود هر روز تو این شهر سر هر چهار راهی 4 تا برج ساخته نمیشد گند زدید به تهران و رفتید میدونید چیه مردم باید خود مردم نظارت مستقیم به اینها داشته باشند و به طور مستقیم هرکدامشون که پا کج گذاشته اند را دارائی اشان را ازشون گرفت و از تهران بیرونشون کرد سرتاسر کشور تخلف رو تخلف مثل روز روشن  بابا یک نگاه به دوروبر بکن چشماتون را بخواهید باز کنید میبینید <
